J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,2.95478196089504,0.0854359686033416,8.8536725733296,5.27720216546595,8.39892692504696,70.3454638374378,76.5410559875414
0.0319129812150486,2.22677748805757,0.0764984961004478,7.88207091185116,5.58179873167516,8.8838547714013,NaN,NaN
0.0714064692954523,2.31267435234869,0.0762149942785867,8.18808848192917,5.56261629526065,8.85306191861542,NaN,NaN
0.0858886504668904,2.39872400578127,0.0770250513197687,8.4963246932827,5.62394818467379,8.9509236599365,NaN,NaN
0.119870499475237,2.14980731889936,0.0761540989421935,7.61237054057444,5.55850268357641,8.84705452869687,NaN,NaN
0.192861975624658,2.03531268313478,0.0769777323431597,7.21298799998266,5.62339885329372,8.95023052537953,NaN,NaN
0.281742396107989,1.91214755361941,0.0775970158345096,6.78742897671899,5.67773118219344,9.03678506920588,NaN,NaN
0.393220332982449,1.77042725685901,0.0770331710224728,6.30027008055888,5.65091697563768,8.99381381999521,NaN,NaN
0.467902367752776,1.67616149161572,0.0763383139728444,5.97506442403663,5.60938071771351,8.92800314337399,NaN,NaN
0.539269587934662,1.44634443499466,0.0721298368306084,5.15958027796347,5.30398860897171,8.44194721263965,NaN,NaN
0.614148489944176,1.35673534862684,0.0683107395598624,4.84991450426142,5.03374705231449,8.01148395060433,NaN,NaN
0.68620269811606,1.07528353284731,0.0588644423741094,3.84069687035888,4.33405467399826,6.89803046640871,NaN,NaN
0.755675195465849,0.823605042681606,0.0502973543151578,2.94015317894266,3.70105773195919,5.89089306192164,NaN,NaN
