J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,1.32372010482177,0.0505844099120102,8.14346696923094,7.69795801487885,12.2516941237867,71.4169591824297,77.9724106835551
0.0507619511199355,1.16417630369575,0.0437069541800206,8.29675488243468,7.70493129661839,12.2632711382429,NaN,NaN
0.0794616139653826,1.18369918829056,0.0444248012528239,8.42544389692973,7.82147992642121,12.4492508562618,NaN,NaN
0.0976755087892654,1.21050099152606,0.0449574208016716,8.62879107303712,7.92738392813083,12.6168946106981,NaN,NaN
0.148161733594141,1.11784762937858,0.0437342001424135,7.9685198269158,7.71154454935947,12.2738982561429,NaN,NaN
0.255831373157744,1.08789053125534,0.043707350039614,7.75713951170155,7.70902964920315,12.269790997458,NaN,NaN
0.347261236826408,1.05303506912964,0.0446386619336381,7.51689271527486,7.88214180150003,12.5450665184832,NaN,NaN
0.438551965811054,1.04227543149597,0.0444294250453184,7.45381826758228,7.85951787799308,12.509307713989,NaN,NaN
0.5227367144736,0.912209254481215,0.0431158654691637,6.53150828230413,7.6366959806021,12.1540886454316,NaN,NaN
0.6436254059717,0.831841006377015,0.0405709031801709,5.9622838717785,7.1935418792595,11.4486237626885,NaN,NaN
0.727269848833529,0.727815490963918,0.0397309900223311,5.22484867712349,7.05518821443119,11.2291812618117,NaN,NaN
0.811820318118175,0.521621409125031,0.0348599096126537,3.74780667213205,6.19541791710843,9.86084908244094,NaN,NaN
0.89631711696075,0.582637741766797,0.0321291047492852,4.19162370246055,5.71863349177865,9.10015064356841,NaN,NaN
