J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,1.1928498340017,0.0356619312065362,7.27724090389063,5.38185511292787,8.56548815310295,73.4520861681933,78.1081073702857
0.0434670387148859,1.11665315025182,0.0346797763867179,7.8357960422663,6.0195800762395,9.58092409864522,NaN,NaN
0.0549472612701407,1.06025797596032,0.0341265873696292,7.44007035700532,5.92355130929128,9.4281099591897,NaN,NaN
0.100840336495533,1.01274315843066,0.0342233914081288,7.10665257407492,5.9404719000254,9.45485981571813,NaN,NaN
0.129340330528995,0.953449396582242,0.0338140845914244,6.6905746996553,5.869179090237,9.3417812576666,NaN,NaN
0.237369662807308,0.877160544376539,0.0334076616310228,6.15523550351418,5.79854088117067,9.22949517748024,NaN,NaN
0.330574359285795,0.797365256094767,0.0330571592462372,5.59529537904291,5.73766895800473,9.13266491627532,NaN,NaN
0.420336651212237,0.75354128619885,0.032835229184328,5.30112548034202,5.71361692174673,9.09426002587633,NaN,NaN
0.552533446084318,0.716142669944727,0.0316267854185184,5.07347740312494,5.54221259126058,8.82119686989838,NaN,NaN
0.607990929493302,0.516486020033325,0.0281363352888877,3.66103639977693,4.93332808372805,7.85198190563823,NaN,NaN
0.692379574218021,0.355392846895758,0.0240911970192849,2.51714547003826,4.22066164575343,6.71775707824336,NaN,NaN
0.809983636127392,0.277281429192263,0.0194616644646718,1.96478098963979,3.4112937701041,5.42924734501902,NaN,NaN
0.894368690327843,0.187172359369132,0.0156943822968847,1.32839973541914,2.7551675784736,4.3852825044822,NaN,NaN
