J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,5.71326121847138,0.146841989559982,9.37894358082264,4.25930173516317,6.77888630643806,73.3525895862473,76.4263050710837
0.0286992013921369,5.1643109315908,0.156067988187545,8.67709417761928,4.63370152597091,7.37418465809397,NaN,NaN
0.0352482995914892,5.05096037761305,0.157155492010096,8.51178476286112,4.679672262638,7.44756807730418,NaN,NaN
0.0788249910778806,4.72244532567061,0.153700184270053,8.18823201953065,4.708876173324,7.49438219952719,NaN,NaN
0.153424857065797,4.55361854949739,0.153326666522706,7.91780495923979,4.71073368157286,7.49728626199429,NaN,NaN
0.228701057659333,4.32610592306122,0.153584308294078,7.54860532251048,4.7351943755455,7.53623901769292,NaN,NaN
0.289557860082808,4.17542803641466,0.155076668167079,7.31796134135466,4.80226109834408,7.64317524241198,NaN,NaN
0.348909392830172,3.93065481434261,0.153238387856199,6.91337742688425,4.76211831724256,7.57933639870577,NaN,NaN
0.38161414697936,3.67076213923786,0.151520772269068,6.4846898739093,4.7294982568705,7.5273721909417,NaN,NaN
0.472901823102042,3.3927094762518,0.145243103215024,6.0301080206016,4.56111861320187,7.25959156176572,NaN,NaN
0.527376616203095,3.06685338394766,0.139357187607984,5.46113312276353,4.38438834021984,6.9784242682106,NaN,NaN
0.585128941821814,2.68266346179459,0.130218793949232,4.7770080277231,4.09682108733933,6.52081221055872,NaN,NaN
0.641786575742412,1.98990326614992,0.112347744964124,3.54454773484669,3.53574553171918,5.6277069179911,NaN,NaN
