J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,1.19561408903076,0.0362252522008733,7.51076687624989,5.63018450163913,8.95923564057961,70.399981012864,78.2278469083815
0.0379090286184047,1.23809015356755,0.0377756842831223,7.76436205527051,5.86114939535609,9.32678857952383,NaN,NaN
0.0528656397530048,1.25053901114468,0.0377569897568726,7.8438576615145,5.85907260070708,9.32386776053083,NaN,NaN
0.0998044052844961,1.21968651517618,0.0366651535580801,7.6729844640153,5.70637677278652,9.08104626257431,NaN,NaN
0.15333236766243,1.2022711398364,0.0363550353020622,7.6110348436757,5.69319701766388,9.06091678991237,NaN,NaN
0.230653961891677,1.07235950303378,0.0381414547942566,6.83695248520292,6.01535788823939,9.57382961778406,NaN,NaN
0.34697509733669,0.978750967815595,0.03779364634109,6.28876725445342,6.00777861595387,9.5604513436627,NaN,NaN
0.454217934458004,0.834335975588617,0.0359043345314875,5.41592186377929,5.76558760244647,9.17581364918978,NaN,NaN
0.512012978831062,0.648636062084033,0.0333045836324057,4.21957372237087,5.35899737131595,8.52977903036185,NaN,NaN
0.613515834378713,0.570913355172372,0.0308688025892374,3.71513273434919,4.96986300962987,7.9084286215702,NaN,NaN
0.670331200240311,0.345143390006494,0.0352879721341393,2.05261022768055,5.19059107288346,8.26228008848498,NaN,NaN
0.746780576181718,0.27502698771467,0.0285515899006729,1.63942962521196,4.21009090739428,6.70060546109476,NaN,NaN
0.823987982940361,0.250642729835722,0.0242127976217858,1.49845182909435,3.58164725357696,5.69900357876435,NaN,NaN
