J,Thrust_N,Torque_Nm,CT_x100,CP_x100,CQ_x1000,OASPL_tonal_dB,OASPL_bb_dB
0,2.43014942962705,0.0634629453838099,7.19545651649143,3.87356085830144,6.16496528620411,74.5747039905951,78.5565137496795
0.0378936202614275,1.870071246623,0.059092264016857,6.55669166318266,4.27116882619716,6.79739135757938,NaN,NaN
0.0725948981867268,1.95340722715251,0.0594382139442405,6.83663859555963,4.28791845790882,6.82496801582085,NaN,NaN
0.0867392182760894,2.00972285636177,0.0602880352186527,7.03235691343296,4.34834198795048,6.9211920534543,NaN,NaN
0.123710949604778,1.82697371608861,0.0590031001896553,6.40491614090052,4.26440122567748,6.78642442684349,NaN,NaN
0.223630618885282,1.70477600560932,0.0585108413073376,5.97897108855619,4.23011068293049,6.73256429118348,NaN,NaN
0.314913661302346,1.56980989452111,0.0588377824038785,5.51060172686007,4.25750807809433,6.77631045677572,NaN,NaN
0.395882335134531,1.30575772056148,0.0566793967466974,4.59721797833574,4.11343509276575,6.54700617714701,NaN,NaN
0.468032703128854,1.14230810481306,0.0524719040035606,4.02528145039007,3.81139389628869,6.06631355667913,NaN,NaN
0.539477125668257,0.931931593229971,0.047176457041696,3.28401324748736,3.42641138746411,5.45420208407134,NaN,NaN
0.61084193375069,0.639565933445118,0.0394532193799365,2.25375199430495,2.86635101427008,4.5612963110807,NaN,NaN
0.681789214884574,0.379615771284805,0.0313007446587208,1.33771932588268,2.27360420559852,3.61876566714534,NaN,NaN
0.75393442874024,0.160625340053073,0.0230115739271937,0.566024028010132,1.67110138380946,2.66043203738475,NaN,NaN
